date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:41	15183/15183	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/google-play@2x-21544a523121ecb17d2c1ec3d85f44447ea034849363337452d78b288cf15404.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/google-play@2x-21544a523121ecb17d2c1ec3d85f44447ea034849363337452d78b288cf15404.png	(from https://helloweatherapp.com/)
23:14:41	11391/11391	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/icons/weather/thunderstorm-d9b93ccefbeb5b2aee9fbf67ec32f0d62c12a0a64ff2e9319d99ee39b42bf467.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/icons/weather/thunderstorm-d9b93ccefbeb5b2aee9fbf67ec32f0d62c12a0a64ff2e9319d99ee39b42bf467.png	(from https://helloweatherapp.com/)
23:14:41	9318/9318	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/icons/weather/partly-cloudy-5cda58cd4d2c4dd3f9a2132ffbd8cfd20b1111208e0045970a8f234981085d4f.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/icons/weather/partly-cloudy-5cda58cd4d2c4dd3f9a2132ffbd8cfd20b1111208e0045970a8f234981085d4f.png	(from https://helloweatherapp.com/)
23:14:42	217037/217037	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/3.0/example-1-d6507d952d25c7db5e39da1415485c940b17f0945ebe80fff80408bed29f0484.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/3.0/example-1-d6507d952d25c7db5e39da1415485c940b17f0945ebe80fff80408bed29f0484.png	(from https://helloweatherapp.com/)
23:14:42	71650/71650	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/3.0/example-2-7f97255633aab4455c21be4c4115d23aa39420ea88955b0416987eb89b00fd70.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/3.0/example-2-7f97255633aab4455c21be4c4115d23aa39420ea88955b0416987eb89b00fd70.png	(from https://helloweatherapp.com/)
23:14:42	79485/79485	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/3.0/example-3-c6289727c5fb42044dac51d6b8afc2f2ce838b5ccb0c6cc6b66e8093a3ca1947.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/3.0/example-3-c6289727c5fb42044dac51d6b8afc2f2ce838b5ccb0c6cc6b66e8093a3ca1947.png	(from https://helloweatherapp.com/)
23:14:42	72135/72135	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/3.0/example-4-afd9e6e72c1e898e777e76e2468dc5c9e24a013bb34d19f0b7f4805e65ce2174.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/3.0/example-4-afd9e6e72c1e898e777e76e2468dc5c9e24a013bb34d19f0b7f4805e65ce2174.png	(from https://helloweatherapp.com/)
23:14:42	3166/3166	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/radar-af028b6d523f349841906ec4f153f2815dad728255f396506281d31c31eda726.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/radar-af028b6d523f349841906ec4f153f2815dad728255f396506281d31c31eda726.png	(from https://helloweatherapp.com/)
23:14:43	317723/317723	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/3.0/example-5-9b5824bfda5ac1f8b15e8d70b129fcb2cb98fa4ebed2ef8363b59d704ca310d9.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/3.0/example-5-9b5824bfda5ac1f8b15e8d70b129fcb2cb98fa4ebed2ef8363b59d704ca310d9.png	(from https://helloweatherapp.com/)
23:14:43	1196/1196	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/data-e361b99c2b1d2303fda9fce587446081fea3ae994174a76f92b2e258f0031979.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/data-e361b99c2b1d2303fda9fce587446081fea3ae994174a76f92b2e258f0031979.png	(from https://helloweatherapp.com/)
23:14:43	1785/1785	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/precip-73e6a9c9bf9a1407a17baf9d8b7c5f9c7f09f9d110c0dbe6e74d3136210fbc7e.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/precip-73e6a9c9bf9a1407a17baf9d8b7c5f9c7f09f9d110c0dbe6e74d3136210fbc7e.png	(from https://helloweatherapp.com/)
23:14:43	2265/2265	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/moon-c7762f4a4ae6ab0ade8bd5228cbff16bb6b2cff870417e509842fbac2f1ea0e4.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/moon-c7762f4a4ae6ab0ade8bd5228cbff16bb6b2cff870417e509842fbac2f1ea0e4.png	(from https://helloweatherapp.com/)
23:14:43	9500/9500	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/icon-72a234f2952ae94779d6231aa92daeae8aedcfff488d72feeff3475ad1cd8ed1.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/icon-72a234f2952ae94779d6231aa92daeae8aedcfff488d72feeff3475ad1cd8ed1.png	(from https://helloweatherapp.com/)
23:14:44	2387/2387	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/notifications-9833bda56ab421c38f543369db4546e47418dae0a74463690b7e77d2fe350d22.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/notifications-9833bda56ab421c38f543369db4546e47418dae0a74463690b7e77d2fe350d22.png	(from https://helloweatherapp.com/)
23:14:44	2010/2010	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/heart-1a950634946b92acae79b09568a132f9b8768fec94186eced5fca1eb31f40f0d.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/fanclub/3.0/heart-1a950634946b92acae79b09568a132f9b8768fec94186eced5fca1eb31f40f0d.png	(from https://helloweatherapp.com/)
23:14:44	23379/23379	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/jonas-538f4547626211237a19c5b7759b6e9c60c0f9f6e24cb334360b91cb1745d68f.jpg	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/jonas-538f4547626211237a19c5b7759b6e9c60c0f9f6e24cb334360b91cb1745d68f.jpg	(from https://helloweatherapp.com/)
23:14:44	16785/16785	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/trevor-038e3737dcaa62bf7b5929a012b338e770145b35c4550c52cfd7a71b563f6c6a.jpg	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/trevor-038e3737dcaa62bf7b5929a012b338e770145b35c4550c52cfd7a71b563f6c6a.jpg	(from https://helloweatherapp.com/)
23:14:45	23744/23744	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/dan-3147b29144a640ef8a626548b84dded336f22b78ea5d958c3f0eaec9a67fa6db.jpg	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/dan-3147b29144a640ef8a626548b84dded336f22b78ea5d958c3f0eaec9a67fa6db.jpg	(from https://helloweatherapp.com/)
23:14:46	9851/9851	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20Jun%202018%2017:44:47%20GMT	https://helloweatherapp.com/terms	C:/My%20Web%20Sites/hello%20weather/helloweatherapp.com/terms.html	(from https://helloweatherapp.com/)
23:14:46	1551/1551	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	http://dmeliy86w2nwr.cloudfront.net/assets/spinner-dark-3500cb4202fc82571e6154cbe021134cc108cd19d06f7f4a96505aa0980e0582.png	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/spinner-dark-3500cb4202fc82571e6154cbe021134cc108cd19d06f7f4a96505aa0980e0582.png	(from https://dmeliy86w2nwr.cloudfront.net/assets/marketing-0f5817f2eedbb6c7b359f538710c4ddcc5fd22b9faec45c3bf3fdd341ac0e3fd.css)
23:14:47	35266/35266	---MC-	200	added ('OK')	text/javascript	date:Fri,%2018%20May%202018%2001:10:24%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/hello%20weather/www.google-analytics.com/analytics.js	(from https://helloweatherapp.com/)
23:14:47	5/5	---M--	200	added ('OK')	text/css	etag:%2259130c49-5%22	https://p.typekit.net/p.css?s=1&k=dde2qbd&ht=tk&f=1783.1784.18520.18522.18529.32197.32199&a=16484&app=typekit&e=css	C:/My%20Web%20Sites/hello%20weather/p.typekit.net/p7993.css	(from https://use.typekit.net/dde2qbd.css)
23:14:47	15036/15036	---M--	200	added ('OK')	application/font-woff2	etag:%2289e479bf29ccdf8293fe80f777adaf01d8204b89%22	https://use.typekit.net/af/eef83b/00000000000000003b9afb57/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/eef83b/00000000000000003b9afb57/27/le196	(from https://use.typekit.net/dde2qbd.css)
23:14:47	15764/15764	---M--	200	added ('OK')	application/font-woff	etag:%2289e479bf29ccdf8293fe80f777adaf01d8204b89%22	https://use.typekit.net/af/eef83b/00000000000000003b9afb57/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/eef83b/00000000000000003b9afb57/27/de196	(from https://use.typekit.net/dde2qbd.css)
23:14:48	28328/28328	---M-Z	200	added ('OK')	font/opentype	etag:W/%2289e479bf29ccdf8293fe80f777adaf01d8204b89%22	https://use.typekit.net/af/eef83b/00000000000000003b9afb57/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/eef83b/00000000000000003b9afb57/27/ae196	(from https://use.typekit.net/dde2qbd.css)
23:14:48	15192/15192	---M--	200	added ('OK')	application/font-woff2	etag:%2254a47d0019219b8f11bb7e30b25b95d4dfe33164%22	https://use.typekit.net/af/df268b/00000000000000003b9afb58/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/df268b/00000000000000003b9afb58/27/lfdcc	(from https://use.typekit.net/dde2qbd.css)
23:14:48	15864/15864	---M--	200	added ('OK')	application/font-woff	etag:%2254a47d0019219b8f11bb7e30b25b95d4dfe33164%22	https://use.typekit.net/af/df268b/00000000000000003b9afb58/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/df268b/00000000000000003b9afb58/27/dfdcc	(from https://use.typekit.net/dde2qbd.css)
23:14:48	29364/29364	---M-Z	200	added ('OK')	font/opentype	etag:W/%2254a47d0019219b8f11bb7e30b25b95d4dfe33164%22	https://use.typekit.net/af/df268b/00000000000000003b9afb58/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/df268b/00000000000000003b9afb58/27/afdcc	(from https://use.typekit.net/dde2qbd.css)
23:14:49	34932/34932	---M--	200	added ('OK')	application/font-woff2	etag:%2257f31cbbf1b13f7a761f7fd9788c35945b74a884%22	https://use.typekit.net/af/7b001d/000000000000000000013506/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/7b001d/000000000000000000013506/27/l652f	(from https://use.typekit.net/dde2qbd.css)
23:14:49	40056/40056	---M--	200	added ('OK')	application/font-woff	etag:%2257f31cbbf1b13f7a761f7fd9788c35945b74a884%22	https://use.typekit.net/af/7b001d/000000000000000000013506/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/7b001d/000000000000000000013506/27/d652f	(from https://use.typekit.net/dde2qbd.css)
23:14:49	78396/78396	---M-Z	200	added ('OK')	font/opentype	etag:W/%2257f31cbbf1b13f7a761f7fd9788c35945b74a884%22	https://use.typekit.net/af/7b001d/000000000000000000013506/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/7b001d/000000000000000000013506/27/a652f	(from https://use.typekit.net/dde2qbd.css)
23:14:49	36184/36184	---M--	200	added ('OK')	application/font-woff2	etag:%2250cee044ddb067eb31398a0f4d3844da25fc32ae%22	https://use.typekit.net/af/4df522/000000000000000000013508/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n8&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/4df522/000000000000000000013508/27/l7238	(from https://use.typekit.net/dde2qbd.css)
23:14:49	41192/41192	---M--	200	added ('OK')	application/font-woff	etag:%2250cee044ddb067eb31398a0f4d3844da25fc32ae%22	https://use.typekit.net/af/4df522/000000000000000000013508/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n8&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/4df522/000000000000000000013508/27/d7238	(from https://use.typekit.net/dde2qbd.css)
23:14:50	78776/78776	---M-Z	200	added ('OK')	font/opentype	etag:W/%2250cee044ddb067eb31398a0f4d3844da25fc32ae%22	https://use.typekit.net/af/4df522/000000000000000000013508/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n8&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/4df522/000000000000000000013508/27/a7238	(from https://use.typekit.net/dde2qbd.css)
23:14:50	35232/35232	---M--	200	added ('OK')	application/font-woff2	etag:%228316754ab497d22194aa1e9f4234fccbc359ad9e%22	https://use.typekit.net/af/04bf92/000000000000000000013502/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/04bf92/000000000000000000013502/27/le196	(from https://use.typekit.net/dde2qbd.css)
23:14:50	40452/40452	---M--	200	added ('OK')	application/font-woff	etag:%228316754ab497d22194aa1e9f4234fccbc359ad9e%22	https://use.typekit.net/af/04bf92/000000000000000000013502/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/04bf92/000000000000000000013502/27/de196	(from https://use.typekit.net/dde2qbd.css)
23:14:50	78368/78368	---M-Z	200	added ('OK')	font/opentype	etag:W/%228316754ab497d22194aa1e9f4234fccbc359ad9e%22	https://use.typekit.net/af/04bf92/000000000000000000013502/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/04bf92/000000000000000000013502/27/ae196	(from https://use.typekit.net/dde2qbd.css)
23:14:51	31460/31460	---M--	200	added ('OK')	application/font-woff2	etag:%22799bb17f2d87dec750c136154797a1a92655d968%22	https://use.typekit.net/af/ed907f/00000000000000003b9aede7/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/ed907f/00000000000000003b9aede7/27/le196	(from https://use.typekit.net/dde2qbd.css)
23:14:51	32880/32880	---M--	200	added ('OK')	application/font-woff	etag:%22799bb17f2d87dec750c136154797a1a92655d968%22	https://use.typekit.net/af/ed907f/00000000000000003b9aede7/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/ed907f/00000000000000003b9aede7/27/de196	(from https://use.typekit.net/dde2qbd.css)
23:14:51	54480/54480	---M-Z	200	added ('OK')	font/opentype	etag:W/%22799bb17f2d87dec750c136154797a1a92655d968%22	https://use.typekit.net/af/ed907f/00000000000000003b9aede7/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/ed907f/00000000000000003b9aede7/27/ae196	(from https://use.typekit.net/dde2qbd.css)
23:14:51	32152/32152	---M--	200	added ('OK')	application/font-woff2	etag:%2221300d98908cd662e6174ce0a66a08167e04307f%22	https://use.typekit.net/af/93074c/00000000000000003b9aede9/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/93074c/00000000000000003b9aede9/27/l5bba	(from https://use.typekit.net/dde2qbd.css)
23:14:51	33372/33372	---M--	200	added ('OK')	application/font-woff	etag:%2221300d98908cd662e6174ce0a66a08167e04307f%22	https://use.typekit.net/af/93074c/00000000000000003b9aede9/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/93074c/00000000000000003b9aede9/27/d5bba	(from https://use.typekit.net/dde2qbd.css)
23:14:52	55168/55168	---M-Z	200	added ('OK')	font/opentype	etag:W/%2221300d98908cd662e6174ce0a66a08167e04307f%22	https://use.typekit.net/af/93074c/00000000000000003b9aede9/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/hello%20weather/use.typekit.net/af/93074c/00000000000000003b9aede9/27/a5bba	(from https://use.typekit.net/dde2qbd.css)
23:14:52	196966/196966	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2003:30:49%20GMT	https://dmeliy86w2nwr.cloudfront.net/assets/marketing/team-574601038878a01f033c5df02b53f50bd0a3b69062b41eeac579ae93cabaa540.jpg	C:/My%20Web%20Sites/hello%20weather/dmeliy86w2nwr.cloudfront.net/assets/marketing/team-574601038878a01f033c5df02b53f50bd0a3b69062b41eeac579ae93cabaa540.jpg	(from https://helloweatherapp.com/about)
23:14:52	1/1	---M--	200	added ('OK')	text/plain	etag:%225ae761f3-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/dde2qbd.css)
